id,questionnaire_id,question_number,text,category,sub_section,dimension,options,created_at,template,status,internal_title,subtitle,media_url,media_type,template_settings,validation,tags,display_order,source_type,updated_at
744,questionnaire_2_3,16,我容易因小的冷淡行为而情绪波动。,,2.3.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179305,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
745,questionnaire_2_3,17,我能在冲突中保持冷静，而不是立即情绪化反应。,,2.3.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179305,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
746,questionnaire_2_3,18,我能敏锐感受到他人的情绪变化。,,2.3.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179305,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
747,questionnaire_2_3,19,我能理解他人的观点，即使与我不同。,,2.3.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179306,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
748,questionnaire_2_3,20,我会主动回应他人的情绪需求。,,2.3.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179306,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
749,questionnaire_2_3,21,我能在共情时保持自我界限，不被情绪淹没。,,2.3.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179306,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
750,questionnaire_2_3,22,我能在压力下仍保持对他人的理解与支持。,,2.3.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179306,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
751,questionnaire_2_3,23,我在关系中常感到“想靠近又害怕受伤”。,,2.3.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179307,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
752,questionnaire_2_3,24,我在亲密需求与独立需求之间常有拉扯。,,2.3.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179307,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
753,questionnaire_2_3,25,我在关系决策中容易犹豫不决。,,2.3.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179307,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
754,questionnaire_2_3,26,我能觉察到自己内在不同声音的存在。,,2.3.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179307,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
755,questionnaire_2_3,27,我能整合冲突需求，找到平衡点。,,2.3.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179308,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
756,questionnaire_2_5,1,你突然想起一件三年前尴尬的小事，你的第一反应是？,,,洞察深度 (Insight Depth),"[{""label"": ""A"", ""text"": ""\u8d76\u7d27\u5237\u624b\u673a\u76d6\u8fc7\u53bb\uff0c\u592a\u4e22\u4eba\u4e86\u3002"", ""score"": 1}, {""label"": ""B"", ""text"": ""\u601d\u8003\u4e3a\u4ec0\u4e48\u8fd9\u4ef6\u4e8b\u81f3\u4eca\u8fd8\u8ba9\u6211\u803f\u803f\u4e8e\u6000\uff0c\u5b83\u89e6\u52a8\u4e86\u6211\u54ea\u6839\u795e\u7ecf\uff1f"", ""score"": 3}, {""label"": ""C"", ""text"": ""\u610f\u8bc6\u5230\u8fd9\u53cd\u6620\u4e86\u6211\u5f53\u65f6\u5bf9\u8ba4\u540c\u611f\u7684\u6e34\u671b\uff0c\u5e76\u89c9\u5f97\u5f53\u65f6\u7684\u81ea\u5df1\u5f88\u53ef\u7231\u3002"", ""score"": 5}]",2026-01-21 12:29:59.18575,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
757,questionnaire_2_5,2,你发现自己总是陷入同一种糟糕的人际关系模式中，你会？,,,洞察深度 (Insight Depth),"[{""label"": ""A"", ""text"": ""\u62b1\u6028\u8fd0\u6c14\u4e0d\u597d\uff0c\u603b\u662f\u9047\u5230\u5947\u8469\u3002"", ""score"": 1}, {""label"": ""B"", ""text"": ""\u610f\u8bc6\u5230\u8fd9\u53ef\u80fd\u8ddf\u6211\u6027\u683c\u6709\u5173\uff0c\u4f46\u4e0d\u77e5\u9053\u600e\u4e48\u6539\u3002"", ""score"": 3}, {""label"": ""C"", ""text"": ""\u505c\u4e0b\u6765\u5206\u6790\uff1a\u6211\u662f\u5728\u901a\u8fc7\u8fd9\u79cd\u6a21\u5f0f\u6ee1\u8db3\u67d0\u79cd\u6f5c\u610f\u8bc6\u9700\u6c42\u5417\uff1f"", ""score"": 5}]",2026-01-21 12:29:59.185753,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
758,questionnaire_2_5,3,你习惯的软件突然大改版，或者公司换了全新的工作流程，你会？,,,内在可塑性 (Psychological Plasticity),"[{""label"": ""A"", ""text"": ""\u6781\u5ea6\u5d29\u6e83\uff0c\u75af\u72c2\u5410\u69fd\u65e7\u7248\u6709\u591a\u597d\uff0c\u62d2\u7edd\u5b66\u4e60\u65b0\u7248\u3002"", ""score"": 1}, {""label"": ""B"", ""text"": ""\u6162\u6162\u6478\u7d22\uff0c\u867d\u7136\u4e0d\u60c5\u613f\u4f46\u8fd8\u662f\u4f1a\u8ddf\u4e0a\u8fdb\u5ea6\u3002"", ""score"": 3}, {""label"": ""C"", ""text"": ""\u5174\u594b\u5730\u7814\u7a76\u65b0\u529f\u80fd\uff0c\u5bfb\u627e\u80fd\u8ba9\u6548\u7387\u7ffb\u500d\u7684\u201c\u9a9a\u64cd\u4f5c\u201d\u3002"", ""score"": 5}]",2026-01-21 12:29:59.185753,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
759,questionnaire_2_5,4,你一直坚信的某个观点（比如“努力一定有回报”）被现实狠狠打脸时，你会？,,,内在可塑性 (Psychological Plasticity),"[{""label"": ""A"", ""text"": ""\u9677\u5165\u865a\u65e0\u4e3b\u4e49\uff0c\u89c9\u5f97\u4e16\u754c\u90fd\u662f\u9a97\u4eba\u7684\u3002"", ""score"": 1}, {""label"": ""B"", ""text"": ""\u611f\u5230\u8ff7\u832b\uff0c\u8bd5\u56fe\u5bfb\u627e\u6298\u4e2d\u65b9\u6848\u6765\u4fee\u8865\u65e7\u89c2\u70b9\u3002"", ""score"": 3}, {""label"": ""C"", ""text"": ""\u5347\u7ea7\u8ba4\u77e5\u7cfb\u7edf\uff0c\u63a5\u53d7\u4e16\u754c\u7684\u590d\u6742\u6027\uff0c\u5efa\u7acb\u66f4\u7075\u6d3b\u7684\u4fe1\u5ff5\u3002"", ""score"": 5}]",2026-01-21 12:29:59.185754,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
760,questionnaire_2_5,5,你精心准备了一个月的项目突然因为不可抗力夭折了，你的状态是？,,,心灵韧性 (Resilience),"[{""label"": ""A"", ""text"": ""\u5f7b\u5e95\u6446\u70c2\uff0c\u4e00\u5468\u4e0d\u60f3\u4e0b\u5e8a\u3002"", ""score"": 1}, {""label"": ""B"", ""text"": ""\u96be\u8fc7\u51e0\u5929\uff0c\u7136\u540e\u673a\u68b0\u5730\u5f00\u59cb\u505a\u4e0b\u4e00\u4ef6\u4e8b\u3002"", ""score"": 3}, {""label"": ""C"", ""text"": ""\u5141\u8bb8\u81ea\u5df1\u96be\u8fc7\u4e00\u5c0f\u65f6\uff0c\u7136\u540e\u590d\u76d8\uff1a\u8fd9\u6b21\u7ecf\u5386\u7ed9\u6211\u7559\u4e0b\u4e86\u4ec0\u4e48\u201c\u5f39\u836f\u201d\uff1f"", ""score"": 5}]",2026-01-21 12:29:59.185754,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
761,questionnaire_2_5,6,当多项任务同时压过来，且容错率为零时，你通常？,,,心灵韧性 (Resilience),"[{""label"": ""A"", ""text"": ""\u8111\u56de\u8def\u70e7\u6389\uff0c\u76f4\u63a5\u5b95\u673a\u3002"", ""score"": 1}, {""label"": ""B"", ""text"": ""\u7126\u8651\u5730\u5fc3\u8df3\u52a0\u901f\uff0c\u786c\u7740\u5934\u76ae\u4e00\u4ef6\u4ef6\u71ac\u8fc7\u53bb\u3002"", ""score"": 3}, {""label"": ""C"", ""text"": ""\u5f00\u542f\u201c\u5fc3\u6d41\u201d\u6a21\u5f0f\uff0c\u628a\u538b\u529b\u5f53\u6210\u901a\u5173\u6e38\u620f\u7684\u80cc\u666f\u97f3\u4e50\u3002"", ""score"": 5}]",2026-01-21 12:29:59.185754,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
